age,education,education.num,capital.gain,hours.per.week,income
64,1st-4th,2,0,20,<=50K
29,9th,5,0,40,<=50K
38,HS-grad,9,0,40,<=50K
49,Bachelors,13,0,60,>50K
53,Some-college,10,0,40,<=50K
35,Some-college,10,0,50,>50K
70,Bachelors,13,0,40,<=50K
38,HS-grad,9,0,40,<=50K
36,Bachelors,13,0,40,<=50K
34,Bachelors,13,0,55,<=50K
24,Bachelors,13,0,10,<=50K
23,Some-college,10,0,40,<=50K
21,Some-college,10,0,35,<=50K
47,Some-college,10,0,40,<=50K
33,Assoc-acdm,12,0,50,>50K
63,Some-college,10,0,35,>50K
18,HS-grad,9,0,60,<=50K
32,Bachelors,13,0,50,<=50K
33,Bachelors,13,0,40,<=50K
19,HS-grad,9,0,40,<=50K
27,HS-grad,9,0,40,<=50K
40,Some-college,10,0,48,>50K
38,Assoc-acdm,12,0,40,<=50K
20,HS-grad,9,0,47,<=50K
35,HS-grad,9,0,70,<=50K
22,Some-college,10,0,40,<=50K
40,Masters,14,0,50,>50K
23,10th,6,0,40,<=50K
26,Bachelors,13,0,40,<=50K
53,Some-college,10,0,60,<=50K
34,Some-college,10,0,40,>50K
39,HS-grad,9,0,40,<=50K
25,9th,5,0,40,<=50K
18,11th,7,0,20,<=50K
65,Bachelors,13,0,40,<=50K
49,Bachelors,13,0,40,<=50K
64,10th,6,0,40,<=50K
68,Bachelors,13,0,40,>50K
56,Some-college,10,0,40,<=50K
35,Bachelors,13,0,48,>50K
50,HS-grad,9,0,12,<=50K
45,HS-grad,9,0,28,<=50K
43,Bachelors,13,0,40,<=50K
39,Some-college,10,0,40,<=50K
45,Bachelors,13,0,50,>50K
20,Some-college,10,0,10,<=50K
36,Assoc-acdm,12,0,45,<=50K
26,Some-college,10,0,40,<=50K
36,Bachelors,13,0,32,<=50K
47,Bachelors,13,0,60,<=50K
53,Some-college,10,0,30,<=50K
44,5th-6th,3,0,40,<=50K
25,HS-grad,9,0,40,<=50K
35,5th-6th,3,0,36,<=50K
34,Assoc-acdm,12,0,40,<=50K
42,Some-college,10,0,40,<=50K
47,HS-grad,9,0,4,<=50K
23,HS-grad,9,0,37,<=50K
56,HS-grad,9,0,40,<=50K
38,HS-grad,9,0,60,<=50K
46,Assoc-voc,11,0,40,>50K
47,Assoc-acdm,12,0,57,<=50K
42,HS-grad,9,0,46,<=50K
48,HS-grad,9,0,40,<=50K
27,HS-grad,9,0,50,<=50K
40,Assoc-voc,11,0,36,<=50K
75,Assoc-voc,11,0,30,<=50K
39,Bachelors,13,0,48,>50K
46,Assoc-acdm,12,0,40,<=50K
51,HS-grad,9,0,40,<=50K
34,HS-grad,9,0,40,<=50K
23,Some-college,10,0,40,<=50K
32,Assoc-voc,11,0,45,<=50K
45,Some-college,10,0,55,<=50K
21,Some-college,10,0,40,<=50K
36,HS-grad,9,0,44,<=50K
40,10th,6,0,50,<=50K
20,10th,6,0,40,<=50K
68,9th,5,0,20,<=50K
40,Bachelors,13,0,40,>50K
20,Some-college,10,0,24,<=50K
48,Masters,14,0,40,>50K
27,Bachelors,13,0,45,<=50K
57,Assoc-voc,11,0,40,<=50K
54,HS-grad,9,0,98,>50K
47,HS-grad,9,0,40,<=50K
30,Some-college,10,0,40,<=50K
17,11th,7,0,40,<=50K
35,Some-college,10,0,45,>50K
56,12th,8,0,40,<=50K
20,HS-grad,9,0,28,<=50K
38,Bachelors,13,0,38,<=50K
19,Some-college,10,0,25,<=50K
31,Some-college,10,0,40,<=50K
44,Bachelors,13,0,60,<=50K
41,Some-college,10,0,40,<=50K
18,11th,7,0,16,<=50K
23,9th,5,0,40,<=50K
37,Some-college,10,0,32,<=50K
46,Assoc-voc,11,0,30,<=50K
43,Bachelors,13,0,45,<=50K
31,1st-4th,2,0,40,<=50K
40,Some-college,10,0,40,>50K
27,Prof-school,15,0,12,<=50K
64,Some-college,10,0,40,<=50K
31,Assoc-voc,11,0,40,<=50K
48,Masters,14,0,45,<=50K
37,Bachelors,13,0,20,>50K
28,Some-college,10,0,24,<=50K
42,Some-college,10,0,40,<=50K
60,7th-8th,4,0,60,<=50K
17,11th,7,0,20,<=50K
21,Some-college,10,0,30,<=50K
46,10th,6,0,40,<=50K
18,HS-grad,9,0,40,<=50K
22,HS-grad,9,0,27,<=50K
44,Bachelors,13,0,60,<=50K
36,HS-grad,9,0,40,<=50K
65,Assoc-voc,11,0,40,<=50K
26,HS-grad,9,0,40,<=50K
21,10th,6,0,25,<=50K
28,Some-college,10,0,35,<=50K
27,Some-college,10,0,40,<=50K
19,Some-college,10,0,12,<=50K
40,Some-college,10,0,40,<=50K
19,HS-grad,9,0,15,<=50K
37,HS-grad,9,0,40,<=50K
33,Some-college,10,0,40,>50K
34,HS-grad,9,0,40,<=50K
44,Assoc-acdm,12,0,40,<=50K
33,Some-college,10,0,40,<=50K
19,HS-grad,9,0,40,<=50K
59,Assoc-voc,11,0,36,<=50K
40,HS-grad,9,0,40,<=50K
35,HS-grad,9,0,40,<=50K
22,Assoc-acdm,12,0,45,<=50K
41,Masters,14,0,40,<=50K
59,Some-college,10,0,50,>50K
50,12th,8,0,40,<=50K
21,Assoc-acdm,12,0,10,<=50K
40,HS-grad,9,0,40,<=50K
22,HS-grad,9,0,40,<=50K
43,5th-6th,3,0,40,<=50K
17,11th,7,0,16,<=50K
42,7th-8th,4,0,40,<=50K
37,Some-college,10,0,40,>50K
19,12th,8,0,38,<=50K
43,5th-6th,3,0,40,<=50K
46,9th,5,0,40,<=50K
18,HS-grad,9,0,20,<=50K
50,Prof-school,15,0,40,>50K
47,7th-8th,4,0,40,<=50K
33,7th-8th,4,0,45,<=50K
59,HS-grad,9,0,35,<=50K
39,HS-grad,9,0,40,>50K
29,Some-college,10,0,40,<=50K
26,Bachelors,13,0,55,<=50K
24,HS-grad,9,0,40,<=50K
30,Some-college,10,0,20,<=50K
52,11th,7,0,40,<=50K
51,Masters,14,0,40,>50K
30,Bachelors,13,0,60,>50K
19,Some-college,10,0,25,<=50K
23,Some-college,10,0,60,<=50K
37,Doctorate,16,0,45,<=50K
25,Some-college,10,0,38,<=50K
30,HS-grad,9,0,55,<=50K
40,Some-college,10,0,40,<=50K
20,HS-grad,9,0,32,<=50K
24,Bachelors,13,0,45,<=50K
32,HS-grad,9,0,40,<=50K
35,HS-grad,9,0,30,<=50K
20,HS-grad,9,0,40,<=50K
29,HS-grad,9,0,40,>50K
25,HS-grad,9,0,28,<=50K
50,7th-8th,4,0,40,<=50K
24,HS-grad,9,0,50,<=50K
30,HS-grad,9,0,32,<=50K
37,Some-college,10,0,40,<=50K
20,HS-grad,9,0,30,<=50K
55,7th-8th,4,0,50,<=50K
61,12th,8,0,40,<=50K
22,HS-grad,9,0,3,<=50K
23,Assoc-acdm,12,0,12,<=50K
39,Bachelors,13,0,24,<=50K
21,Some-college,10,0,35,<=50K
52,HS-grad,9,0,40,>50K
50,Bachelors,13,0,50,<=50K
51,Assoc-acdm,12,0,99,<=50K
47,10th,6,0,45,<=50K
49,9th,5,0,40,<=50K
45,HS-grad,9,0,40,<=50K
48,Some-college,10,0,40,<=50K
36,Bachelors,13,0,50,>50K
20,Some-college,10,0,40,<=50K
61,HS-grad,9,0,40,<=50K
72,Bachelors,13,0,30,<=50K
19,Some-college,10,0,15,<=50K
47,Some-college,10,0,35,<=50K
24,11th,7,0,40,<=50K
44,Some-college,10,0,40,<=50K
19,HS-grad,9,0,20,<=50K
20,HS-grad,9,0,48,<=50K
23,HS-grad,9,0,40,<=50K
58,HS-grad,9,0,53,>50K
20,12th,8,0,40,<=50K
62,HS-grad,9,0,12,<=50K
67,Bachelors,13,0,2,<=50K
37,Assoc-acdm,12,0,40,>50K
38,Assoc-voc,11,0,20,<=50K
23,HS-grad,9,0,80,<=50K
28,HS-grad,9,0,40,<=50K
25,HS-grad,9,0,40,<=50K
60,HS-grad,9,0,30,<=50K
31,HS-grad,9,0,50,<=50K
29,HS-grad,9,0,37,<=50K
51,9th,5,0,40,<=50K
27,HS-grad,9,0,40,<=50K
18,Some-college,10,0,20,<=50K
34,HS-grad,9,0,40,<=50K
19,Some-college,10,0,15,<=50K
36,HS-grad,9,0,35,<=50K
35,Bachelors,13,0,40,<=50K
27,HS-grad,9,0,45,<=50K
25,HS-grad,9,0,40,<=50K
22,Some-college,10,0,32,>50K
41,Some-college,10,0,48,>50K
20,Assoc-acdm,12,0,20,<=50K
52,HS-grad,9,0,40,<=50K
34,Some-college,10,0,37,<=50K
44,Prof-school,15,0,45,>50K
50,Masters,14,0,40,>50K
49,Bachelors,13,0,50,>50K
36,Bachelors,13,0,40,<=50K
71,Prof-school,15,0,28,<=50K
20,HS-grad,9,0,25,<=50K
20,Some-college,10,0,40,<=50K
59,HS-grad,9,0,60,>50K
38,Some-college,10,0,42,<=50K
55,HS-grad,9,0,40,<=50K
17,9th,5,0,20,<=50K
45,Bachelors,13,0,55,>50K
43,HS-grad,9,0,30,<=50K
19,12th,8,0,25,<=50K
33,HS-grad,9,0,40,<=50K
63,HS-grad,9,0,40,<=50K
34,HS-grad,9,0,40,<=50K
31,Assoc-acdm,12,0,40,<=50K
21,12th,8,0,40,<=50K
23,Assoc-voc,11,0,36,<=50K
20,Some-college,10,0,8,<=50K
45,Bachelors,13,0,60,>50K
59,HS-grad,9,0,50,<=50K
66,HS-grad,9,0,35,>50K
29,Some-college,10,0,40,<=50K
32,Bachelors,13,0,40,<=50K
57,HS-grad,9,0,45,<=50K
57,Masters,14,0,40,>50K
50,HS-grad,9,0,60,<=50K
56,Assoc-voc,11,0,40,>50K
26,Masters,14,0,48,<=50K
22,Some-college,10,0,40,<=50K
26,Assoc-voc,11,0,65,<=50K
33,Bachelors,13,0,40,>50K
36,Assoc-voc,11,0,60,>50K
45,Some-college,10,0,40,>50K
23,Some-college,10,0,36,<=50K
23,Some-college,10,0,25,<=50K
35,Bachelors,13,0,40,<=50K
45,HS-grad,9,0,40,<=50K
21,Some-college,10,0,25,<=50K
56,HS-grad,9,0,40,<=50K
31,HS-grad,9,0,40,<=50K
44,12th,8,0,36,<=50K
21,Some-college,10,0,10,<=50K
20,HS-grad,9,0,38,<=50K
17,11th,7,0,40,<=50K
44,HS-grad,9,0,40,>50K
19,Some-college,10,0,23,<=50K
71,HS-grad,9,0,24,<=50K
23,Some-college,10,0,40,<=50K
21,HS-grad,9,0,40,<=50K
29,Masters,14,0,15,<=50K
33,Some-college,10,0,30,<=50K
46,HS-grad,9,0,48,>50K
21,Some-college,10,0,40,<=50K
19,HS-grad,9,0,37,<=50K
29,Some-college,10,0,40,<=50K
34,Assoc-acdm,12,0,50,<=50K
26,Some-college,10,0,40,<=50K
30,Bachelors,13,0,40,<=50K
34,Some-college,10,0,40,<=50K
24,Bachelors,13,0,25,<=50K
28,HS-grad,9,0,48,<=50K
24,Some-college,10,0,40,<=50K
19,12th,8,0,40,<=50K
24,Some-college,10,0,30,>50K
37,Bachelors,13,0,40,>50K
24,Bachelors,13,0,30,<=50K
24,Bachelors,13,0,42,<=50K
40,HS-grad,9,0,45,>50K
20,Some-college,10,0,20,<=50K
23,11th,7,0,40,<=50K
25,Some-college,10,0,40,<=50K
64,Assoc-acdm,12,0,30,<=50K
28,Some-college,10,0,40,<=50K
52,Masters,14,0,40,>50K
28,Prof-school,15,0,50,<=50K
31,Assoc-acdm,12,0,55,>50K
77,Bachelors,13,0,10,<=50K
22,HS-grad,9,0,40,<=50K
17,11th,7,0,20,<=50K
38,Bachelors,13,0,55,<=50K
45,11th,7,0,40,<=50K
25,Some-college,10,0,40,<=50K
50,HS-grad,9,0,40,>50K
53,HS-grad,9,0,60,<=50K
24,HS-grad,9,0,40,<=50K
33,HS-grad,9,0,50,>50K
30,Some-college,10,0,30,<=50K
31,HS-grad,9,0,40,>50K
39,Some-college,10,0,40,<=50K
30,Bachelors,13,0,65,<=50K
48,Some-college,10,0,44,<=50K
62,Masters,14,0,40,<=50K
39,HS-grad,9,0,45,>50K
45,Masters,14,0,50,>50K
32,11th,7,0,40,<=50K
40,Some-college,10,0,50,<=50K
17,10th,6,0,15,<=50K
19,10th,6,0,25,<=50K
25,HS-grad,9,0,84,<=50K
42,Some-college,10,0,57,<=50K
66,Bachelors,13,0,99,<=50K
63,HS-grad,9,0,70,<=50K
43,7th-8th,4,0,25,<=50K
26,HS-grad,9,0,20,<=50K
23,HS-grad,9,0,40,>50K
39,Prof-school,15,0,55,>50K
47,HS-grad,9,0,40,>50K
36,HS-grad,9,0,48,<=50K
35,HS-grad,9,0,40,<=50K
25,HS-grad,9,0,40,<=50K
21,Some-college,10,0,15,<=50K
46,HS-grad,9,0,40,<=50K
43,10th,6,0,40,<=50K
41,HS-grad,9,0,60,<=50K
50,HS-grad,9,0,35,<=50K
36,11th,7,0,32,<=50K
31,HS-grad,9,0,20,<=50K
45,7th-8th,4,0,65,>50K
50,11th,7,0,50,>50K
52,7th-8th,4,0,50,<=50K
40,Doctorate,16,0,40,>50K
64,10th,6,0,56,>50K
51,Prof-school,15,0,40,>50K
56,Masters,14,0,39,<=50K
35,HS-grad,9,0,48,<=50K
55,10th,6,0,35,<=50K
30,HS-grad,9,0,40,<=50K
34,HS-grad,9,0,40,<=50K
36,Assoc-voc,11,0,40,>50K
43,HS-grad,9,0,60,<=50K
24,Some-college,10,0,50,<=50K
30,10th,6,0,40,<=50K
33,Assoc-voc,11,0,70,<=50K
32,Assoc-acdm,12,0,40,<=50K
29,Bachelors,13,0,40,<=50K
18,11th,7,0,15,<=50K
20,11th,7,0,25,<=50K
45,Masters,14,0,45,>50K
22,Some-college,10,0,35,<=50K
45,Prof-school,15,0,40,>50K
41,HS-grad,9,0,40,<=50K
42,7th-8th,4,0,35,<=50K
24,Bachelors,13,0,40,<=50K
22,HS-grad,9,0,35,<=50K
28,HS-grad,9,0,45,>50K
23,Some-college,10,0,35,<=50K
21,7th-8th,4,0,38,<=50K
23,Bachelors,13,0,20,<=50K
45,Some-college,10,0,48,<=50K
41,HS-grad,9,0,40,<=50K
49,HS-grad,9,0,40,>50K
38,Some-college,10,0,40,<=50K
37,HS-grad,9,0,40,<=50K
70,Bachelors,13,0,32,<=50K
28,Bachelors,13,0,40,<=50K
24,Assoc-voc,11,0,20,<=50K
69,Doctorate,16,0,40,>50K
37,HS-grad,9,0,40,<=50K
28,Bachelors,13,0,40,<=50K
54,Some-college,10,0,40,<=50K
56,HS-grad,9,0,40,<=50K
27,Bachelors,13,0,45,<=50K
21,HS-grad,9,0,44,<=50K
29,Assoc-voc,11,0,40,<=50K
27,7th-8th,4,0,24,<=50K
32,Bachelors,13,0,50,>50K
31,Some-college,10,0,40,<=50K
55,Doctorate,16,0,40,>50K
48,HS-grad,9,0,45,<=50K
58,HS-grad,9,0,80,<=50K
23,Some-college,10,0,40,<=50K
28,Some-college,10,0,50,<=50K
49,Some-college,10,0,46,<=50K
51,HS-grad,9,0,40,<=50K
23,HS-grad,9,0,53,<=50K
40,HS-grad,9,0,50,<=50K
59,HS-grad,9,0,40,<=50K
47,Bachelors,13,0,50,<=50K
37,HS-grad,9,0,50,<=50K
43,Some-college,10,0,60,<=50K
40,Assoc-voc,11,0,60,<=50K
48,10th,6,0,40,>50K
29,9th,5,0,48,<=50K
48,Some-college,10,0,50,>50K
37,Bachelors,13,0,30,<=50K
28,10th,6,0,30,<=50K
56,5th-6th,3,0,40,<=50K
45,HS-grad,9,0,60,<=50K
60,Some-college,10,0,40,<=50K
53,Masters,14,0,42,>50K
37,HS-grad,9,0,40,<=50K
31,HS-grad,9,0,40,<=50K
29,Assoc-voc,11,0,44,>50K
31,HS-grad,9,0,36,<=50K
39,HS-grad,9,0,40,<=50K
31,Bachelors,13,0,40,>50K
17,11th,7,0,16,<=50K
19,HS-grad,9,0,20,<=50K
24,Bachelors,13,0,32,<=50K
34,1st-4th,2,0,40,<=50K
58,Bachelors,13,0,62,<=50K
23,Assoc-voc,11,0,36,<=50K
33,HS-grad,9,0,40,<=50K
76,HS-grad,9,0,6,<=50K
40,HS-grad,9,0,50,<=50K
28,7th-8th,4,0,50,<=50K
41,Some-college,10,0,40,<=50K
22,Some-college,10,0,40,<=50K
29,Assoc-voc,11,0,40,<=50K
26,HS-grad,9,0,40,<=50K
22,HS-grad,9,0,25,<=50K
41,Some-college,10,0,43,<=50K
29,HS-grad,9,0,40,<=50K
72,HS-grad,9,0,40,>50K
41,Some-college,10,0,65,<=50K
19,Some-college,10,0,25,<=50K
25,Bachelors,13,0,40,<=50K
24,Bachelors,13,0,45,<=50K
59,9th,5,0,30,<=50K
17,11th,7,0,30,<=50K
59,Bachelors,13,0,40,>50K
50,HS-grad,9,0,60,<=50K
29,HS-grad,9,0,40,<=50K
43,HS-grad,9,0,55,<=50K
29,Some-college,10,0,10,<=50K
29,Some-college,10,0,40,<=50K
32,Some-college,10,0,40,>50K
17,10th,6,0,6,<=50K
50,HS-grad,9,0,45,>50K
43,Some-college,10,0,50,<=50K
41,HS-grad,9,0,40,<=50K
32,Bachelors,13,0,40,>50K
54,Masters,14,0,45,>50K
65,HS-grad,9,0,40,>50K
18,HS-grad,9,0,40,<=50K
70,Some-college,10,0,40,>50K
53,Masters,14,0,55,>50K
21,Some-college,10,0,30,<=50K
20,HS-grad,9,0,40,<=50K
47,HS-grad,9,0,38,<=50K
31,Prof-school,15,0,50,<=50K
45,Some-college,10,0,40,<=50K
35,HS-grad,9,0,40,<=50K
55,Bachelors,13,0,45,>50K
49,Masters,14,0,50,>50K
33,HS-grad,9,0,40,<=50K
30,Prof-school,15,0,55,<=50K
19,Some-college,10,0,15,<=50K
48,Bachelors,13,0,60,>50K
41,Some-college,10,0,40,>50K
29,Bachelors,13,0,35,>50K
47,Masters,14,0,48,>50K
53,Masters,14,0,40,>50K
19,Some-college,10,0,10,<=50K
71,HS-grad,9,0,16,<=50K
29,Some-college,10,0,25,<=50K
43,Some-college,10,0,40,<=50K
23,Bachelors,13,0,30,<=50K
52,Some-college,10,0,40,<=50K
56,Bachelors,13,0,40,>50K
28,10th,6,0,40,<=50K
44,Bachelors,13,0,80,<=50K
37,Bachelors,13,0,40,<=50K
30,Assoc-voc,11,0,50,>50K
31,HS-grad,9,0,40,<=50K
20,Some-college,10,0,25,<=50K
64,HS-grad,9,0,65,>50K
45,HS-grad,9,0,40,<=50K
40,Some-college,10,0,50,>50K
19,HS-grad,9,0,52,<=50K
54,Bachelors,13,0,45,>50K
61,Doctorate,16,0,40,>50K
18,11th,7,0,20,<=50K
62,HS-grad,9,0,40,>50K
33,Assoc-voc,11,0,40,<=50K
51,HS-grad,9,0,37,<=50K
54,HS-grad,9,0,40,<=50K
24,Some-college,10,0,24,<=50K
54,Some-college,10,0,40,<=50K
42,Bachelors,13,0,45,>50K
51,Masters,14,0,50,>50K
41,Some-college,10,0,40,>50K
31,Some-college,10,0,40,<=50K
21,Assoc-voc,11,0,40,<=50K
52,Some-college,10,0,40,<=50K
20,Some-college,10,0,15,<=50K
18,HS-grad,9,0,25,<=50K
58,HS-grad,9,0,60,<=50K
23,HS-grad,9,0,40,<=50K
21,Some-college,10,0,20,<=50K
43,Assoc-voc,11,0,40,<=50K
53,HS-grad,9,0,40,<=50K
18,HS-grad,9,0,40,<=50K
44,Bachelors,13,0,40,>50K
31,Bachelors,13,0,50,<=50K
48,1st-4th,2,0,40,<=50K
55,Masters,14,0,35,<=50K
24,Some-college,10,0,20,<=50K
41,Masters,14,0,40,>50K
35,HS-grad,9,0,40,>50K
47,Assoc-voc,11,0,40,<=50K
54,Some-college,10,0,32,<=50K
40,Bachelors,13,0,40,<=50K
56,Some-college,10,0,48,<=50K
23,Assoc-voc,11,0,40,<=50K
34,HS-grad,9,0,60,<=50K
27,HS-grad,9,0,40,<=50K
32,Bachelors,13,0,40,>50K
72,Some-college,10,0,74,<=50K
32,Assoc-acdm,12,0,35,<=50K
53,Some-college,10,0,40,<=50K
18,12th,8,0,10,<=50K
41,Assoc-voc,11,0,40,<=50K
29,HS-grad,9,0,45,<=50K
70,Some-college,10,0,4,>50K
46,Bachelors,13,0,50,<=50K
47,Some-college,10,0,40,<=50K
56,Some-college,10,0,15,<=50K
47,11th,7,0,40,<=50K
42,HS-grad,9,0,40,<=50K
22,Some-college,10,0,25,<=50K
42,5th-6th,3,0,44,<=50K
42,Some-college,10,0,40,<=50K
46,HS-grad,9,0,40,<=50K
55,HS-grad,9,0,55,<=50K
57,Bachelors,13,0,40,>50K
25,12th,8,0,40,<=50K
43,HS-grad,9,0,30,<=50K
34,Bachelors,13,0,60,<=50K
27,Bachelors,13,0,40,<=50K
37,Some-college,10,0,40,<=50K
48,Some-college,10,0,45,<=50K
38,HS-grad,9,0,45,<=50K
37,HS-grad,9,0,37,<=50K
45,HS-grad,9,0,46,<=50K
56,HS-grad,9,0,55,>50K
64,HS-grad,9,0,40,<=50K
35,Some-college,10,0,38,<=50K
23,HS-grad,9,0,40,<=50K
42,HS-grad,9,0,90,<=50K
23,Some-college,10,0,30,<=50K
26,Some-college,10,0,12,<=50K
56,HS-grad,9,0,40,>50K
21,Some-college,10,0,40,<=50K
29,HS-grad,9,0,40,<=50K
32,Some-college,10,0,50,<=50K
72,9th,5,0,20,<=50K
19,Some-college,10,0,25,<=50K
25,Bachelors,13,0,25,<=50K
58,Bachelors,13,0,35,<=50K
24,Bachelors,13,0,40,<=50K
41,Assoc-voc,11,0,38,>50K
40,10th,6,0,40,>50K
37,HS-grad,9,0,45,<=50K
25,Assoc-acdm,12,0,40,<=50K
43,Bachelors,13,0,40,>50K
36,HS-grad,9,0,40,<=50K
41,HS-grad,9,0,40,<=50K
31,Bachelors,13,0,40,<=50K
22,HS-grad,9,0,40,<=50K
36,Assoc-voc,11,0,40,<=50K
42,10th,6,0,40,<=50K
29,HS-grad,9,0,60,<=50K
25,HS-grad,9,0,46,<=50K
23,Bachelors,13,0,40,<=50K
34,HS-grad,9,0,20,<=50K
33,Some-college,10,0,40,<=50K
38,Bachelors,13,0,55,<=50K
21,Some-college,10,0,30,<=50K
39,Assoc-voc,11,0,40,<=50K
50,Bachelors,13,0,40,>50K
32,Some-college,10,0,30,<=50K
40,HS-grad,9,0,40,>50K
20,HS-grad,9,0,20,<=50K
56,Bachelors,13,0,50,<=50K
30,Bachelors,13,0,40,<=50K
39,Some-college,10,0,39,<=50K
25,Assoc-acdm,12,0,50,>50K
33,HS-grad,9,0,40,>50K
41,Bachelors,13,0,40,<=50K
50,Some-college,10,0,40,<=50K
44,Some-college,10,0,40,<=50K
27,Bachelors,13,0,40,<=50K
58,5th-6th,3,0,40,<=50K
25,Some-college,10,0,15,<=50K
31,HS-grad,9,0,40,<=50K
39,HS-grad,9,0,50,>50K
55,Assoc-voc,11,0,40,>50K
22,Assoc-voc,11,0,12,<=50K
44,Assoc-acdm,12,0,40,<=50K
44,12th,8,0,40,<=50K
61,7th-8th,4,0,54,<=50K
32,Assoc-voc,11,0,40,<=50K
35,Bachelors,13,0,45,>50K
28,Some-college,10,0,40,<=50K
57,Bachelors,13,0,40,>50K
32,Doctorate,16,0,65,>50K
46,7th-8th,4,0,40,<=50K
43,HS-grad,9,0,40,<=50K
62,HS-grad,9,0,35,<=50K
60,Masters,14,0,38,>50K
67,HS-grad,9,0,20,<=50K
19,HS-grad,9,0,30,<=50K
55,HS-grad,9,0,40,<=50K
48,10th,6,0,65,>50K
19,HS-grad,9,0,20,<=50K
19,Some-college,10,0,30,<=50K
43,HS-grad,9,0,40,<=50K
31,Doctorate,16,0,90,<=50K
65,Some-college,10,0,45,<=50K
32,HS-grad,9,0,40,<=50K
36,Masters,14,0,40,>50K
41,HS-grad,9,0,40,<=50K
72,10th,6,0,12,<=50K
27,Some-college,10,0,45,<=50K
75,11th,7,0,50,<=50K
39,10th,6,0,15,<=50K
47,HS-grad,9,0,40,<=50K
31,Some-college,10,0,40,<=50K
40,Masters,14,0,40,>50K
48,HS-grad,9,0,30,<=50K
36,Bachelors,13,0,40,<=50K
18,HS-grad,9,0,20,<=50K
33,HS-grad,9,0,40,<=50K
34,Masters,14,0,40,<=50K
39,Assoc-acdm,12,0,40,<=50K
20,HS-grad,9,0,35,<=50K
67,Some-college,10,0,20,<=50K
42,Assoc-voc,11,0,60,<=50K
59,11th,7,0,40,<=50K
31,HS-grad,9,0,40,<=50K
47,Some-college,10,0,48,<=50K
68,7th-8th,4,0,30,<=50K
30,Some-college,10,0,40,<=50K
34,HS-grad,9,0,60,<=50K
49,7th-8th,4,0,40,<=50K
38,Some-college,10,0,40,>50K
51,Some-college,10,0,40,>50K
24,Bachelors,13,0,40,<=50K
24,Bachelors,13,0,40,<=50K
21,5th-6th,3,0,40,<=50K
52,9th,5,0,40,<=50K
48,HS-grad,9,0,40,<=50K
20,Some-college,10,0,20,<=50K
31,HS-grad,9,0,25,<=50K
30,Some-college,10,0,50,<=50K
30,HS-grad,9,0,40,<=50K
51,HS-grad,9,0,40,<=50K
29,Assoc-voc,11,0,40,<=50K
56,Masters,14,0,16,<=50K
46,Bachelors,13,0,40,<=50K
29,5th-6th,3,0,40,<=50K
48,HS-grad,9,0,30,<=50K
34,HS-grad,9,0,50,<=50K
42,Assoc-voc,11,0,50,<=50K
25,HS-grad,9,0,30,<=50K
47,11th,7,0,40,<=50K
23,HS-grad,9,0,40,<=50K
43,Assoc-voc,11,0,22,<=50K
19,Some-college,10,0,35,<=50K
22,HS-grad,9,0,40,<=50K
40,Bachelors,13,0,70,<=50K
41,Assoc-voc,11,0,40,<=50K
42,HS-grad,9,0,45,<=50K
31,Bachelors,13,0,47,<=50K
69,Some-college,10,0,32,<=50K
58,HS-grad,9,0,70,<=50K
36,11th,7,0,12,<=50K
31,HS-grad,9,0,65,<=50K
41,HS-grad,9,0,40,<=50K
35,Some-college,10,0,40,<=50K
62,7th-8th,4,0,40,<=50K
28,Bachelors,13,0,15,<=50K
27,12th,8,0,55,<=50K
17,11th,7,0,40,<=50K
35,HS-grad,9,0,50,>50K
45,Some-college,10,0,99,<=50K
44,Bachelors,13,0,40,<=50K
27,Assoc-voc,11,0,40,<=50K
51,9th,5,0,40,<=50K
49,HS-grad,9,0,45,<=50K
64,10th,6,0,10,>50K
54,7th-8th,4,0,45,<=50K
43,HS-grad,9,0,40,<=50K
32,HS-grad,9,0,35,<=50K
26,HS-grad,9,0,50,>50K
37,Bachelors,13,0,50,>50K
38,Assoc-acdm,12,0,40,<=50K
26,12th,8,0,40,<=50K
42,HS-grad,9,0,40,<=50K
66,HS-grad,9,0,40,<=50K
43,HS-grad,9,0,32,<=50K
37,Bachelors,13,0,45,>50K
37,10th,6,0,35,<=50K
25,Some-college,10,0,40,<=50K
29,Bachelors,13,0,50,>50K
63,HS-grad,9,0,40,>50K
42,Masters,14,0,70,<=50K
32,HS-grad,9,0,40,<=50K
42,Some-college,10,0,40,>50K
41,HS-grad,9,0,50,<=50K
65,HS-grad,9,0,50,<=50K
32,Some-college,10,0,50,<=50K
32,HS-grad,9,0,10,<=50K
24,Some-college,10,0,60,<=50K
51,HS-grad,9,0,40,<=50K
67,10th,6,0,35,<=50K
28,11th,7,0,35,<=50K
32,Some-college,10,0,55,>50K
77,Prof-school,15,0,40,<=50K
47,HS-grad,9,0,20,<=50K
26,HS-grad,9,0,40,<=50K
20,Some-college,10,0,20,<=50K
57,Some-college,10,0,35,>50K
40,Doctorate,16,0,45,<=50K
50,Masters,14,0,40,>50K
19,7th-8th,4,0,45,<=50K
54,12th,8,0,40,<=50K
51,Some-college,10,0,40,>50K
51,Bachelors,13,0,50,>50K
68,Bachelors,13,0,25,<=50K
17,12th,8,0,20,<=50K
32,Bachelors,13,0,40,<=50K
29,Some-college,10,0,45,<=50K
42,Some-college,10,0,40,<=50K
40,HS-grad,9,0,40,<=50K
27,Some-college,10,0,40,<=50K
